audio_link,label,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Spectral_Centroid,Zero_Crossing_Rate,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12
/Users/ankitpokhrel/Desktop/infant_cry_detection/donateacry_corpus/belly_pain/999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp.wav,belly_pain,-303.52203369140625,28.625192642211914,-41.92399215698242,11.036192893981934,-54.66635513305664,25.682193756103516,-11.044602394104004,-6.616596221923828,-5.2556915283203125,-9.441169738769531,-14.11290454864502,-2.9811766147613525,1.635009765625,1448.5291396024043,0.2983127170138889,0.52010577917099,0.4437177777290344,0.36408552527427673,0.3202444016933441,0.3168133497238159,0.3735055923461914,0.42598479986190796,0.3208920955657959,0.26851686835289,0.2991125285625458,0.336848646402359,0.4144759774208069
/Users/ankitpokhrel/Desktop/infant_cry_detection/donateacry_corpus/belly_pain/C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav,belly_pain,-239.97352600097656,19.460601806640625,-25.533910751342773,-16.448623657226562,-19.37860679626465,-11.19351577758789,-21.968481063842773,-10.154884338378906,-16.29387664794922,-4.471653938293457,-2.4285240173339844,6.298197269439697,-7.384390354156494,1548.2515780459269,0.3201393821022727,0.32330718636512756,0.30194833874702454,0.2684037685394287,0.2507457435131073,0.29555901885032654,0.3194587826728821,0.3412873148918152,0.4021792709827423,0.47318005561828613,0.529119074344635,0.5715916156768799,0.34835055470466614
/Users/ankitpokhrel/Desktop/infant_cry_detection/donateacry_corpus/belly_pain/d6cda191-4962-4308-9a36-46d5648a95ed-1431159262344-1.7-m-04-bp.wav,belly_pain,-251.53402709960938,-11.82138729095459,-54.3231086730957,-6.636455059051514,-14.840373039245605,9.444462776184082,-25.30353355407715,3.6042189598083496,-15.694830894470215,-6.615175247192383,-3.269646406173706,7.347609996795654,4.95876407623291,1680.9725112079582,0.38395334404205606,0.25881654024124146,0.2674119770526886,0.3409302234649658,0.44869449734687805,0.3516714572906494,0.3345656394958496,0.2940688729286194,0.2960987687110901,0.32879942655563354,0.3242642879486084,0.2970377206802368,0.23855291306972504
/Users/ankitpokhrel/Desktop/infant_cry_detection/donateacry_corpus/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138524-1.0-m-72-bp.wav,belly_pain,-171.50912475585938,41.75074005126953,-15.1365966796875,-21.78959083557129,-37.22489929199219,-26.083993911743164,-20.842267990112305,-14.546899795532227,-14.981940269470215,-10.887065887451172,-10.158533096313477,-4.346590042114258,-6.5287556648254395,1243.4623192107572,0.20705344460227273,0.27246126532554626,0.3307415246963501,0.2800557017326355,0.25571969151496887,0.2750856876373291,0.29313379526138306,0.306803435087204,0.3655257225036621,0.5434159636497498,0.6467548608779907,0.5463430881500244,0.40202781558036804
/Users/ankitpokhrel/Desktop/infant_cry_detection/donateacry_corpus/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138647-1.0-m-72-bp.wav,belly_pain,-283.2803649902344,18.541217803955078,0.6882138252258301,-34.205196380615234,-21.659469604492188,-24.454397201538086,-19.10822105407715,-14.698356628417969,-15.293091773986816,-8.801238059997559,-2.7222607135772705,9.429682731628418,11.1241455078125,1453.9699442535423,0.186767578125,0.17647849023342133,0.1645369976758957,0.1927773356437683,0.2511657476425171,0.23918774724006653,0.22474387288093567,0.27418482303619385,0.40051180124282837,0.3668507933616638,0.426788330078125,0.2699246108531952,0.1683073788881302
/Users/ankitpokhrel/Desktop/infant_cry_detection/donateacry_corpus/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav,belly_pain,-383.83685302734375,38.426849365234375,-19.573413848876953,-8.295806884765625,-19.087879180908203,-19.339635848999023,-16.694019317626953,-14.295870780944824,-14.658415794372559,-14.466268539428711,-15.466560363769531,-7.020198345184326,-10.439179420471191,1277.555414510229,0.2068270596590909,0.3101412057876587,0.3010374903678894,0.31576111912727356,0.3649699091911316,0.4323086738586426,0.5278016924858093,0.5378574132919312,0.487253874540329,0.39132535457611084,0.3456795811653137,0.3254299759864807,0.29599887132644653
/Users/ankitpokhrel/Desktop/infant_cry_detection/donateacry_corpus/belly_pain/643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138506-1.0-m-72-bp.wav,belly_pain,-304.175048828125,41.77836608886719,-26.645771026611328,-17.83406639099121,-29.084253311157227,-16.714412689208984,-19.668498992919922,-15.114858627319336,-17.234325408935547,-9.661561012268066,-10.691088676452637,-6.565114974975586,-10.446558952331543,1267.8073561914573,0.21482155539772727,0.36409568786621094,0.3213610351085663,0.4237675666809082,0.5475420951843262,0.5059787631034851,0.33209580183029175,0.29193177819252014,0.4674451947212219,0.40983641147613525,0.36809462308883667,0.34968262910842896,0.3966418206691742
/Users/ankitpokhrel/Desktop/infant_cry_detection/donateacry_corpus/belly_pain/ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp.wav,belly_pain,-303.2865295410156,57.47052764892578,-3.8972740173339844,-3.6200900077819824,-22.772476196289062,2.993504524230957,-11.351922035217285,-14.61264705657959,-28.03319549560547,-2.375576972961426,-10.98038387298584,5.603648662567139,1.424867868423462,1164.0769431481278,0.21223659690366972,0.18768860399723053,0.1865687519311905,0.2311379313468933,0.32136598229408264,0.3412347137928009,0.31865644454956055,0.35532867908477783,0.39829128980636597,0.5014765858650208,0.5115336775779724,0.35572826862335205,0.19298294186592102
/Users/ankitpokhrel/Desktop/infant_cry_detection/donateacry_corpus/belly_pain/d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp.wav,belly_pain,-197.4916229248047,-28.51447105407715,-62.22748947143555,-15.014230728149414,-14.980997085571289,16.25442123413086,-28.146575927734375,4.547149181365967,-16.77309226989746,-11.457951545715332,1.6232513189315796,11.589241027832031,4.917679309844971,1769.1271598015198,0.4272232768691589,0.16343563795089722,0.2181861698627472,0.31895482540130615,0.4545678496360779,0.48270368576049805,0.3863455057144165,0.21113675832748413,0.19514916837215424,0.30269870162010193,0.2886670231819153,0.22882689535617828,0.23490995168685913
/Users/ankitpokhrel/Desktop/infant_cry_detection/donateacry_corpus/belly_pain/d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp.wav,belly_pain,-48.0241813659668,-67.31608581542969,-35.05551528930664,1.9062962532043457,-26.18219566345215,15.687546730041504,-39.6634521484375,10.161190032958984,-8.019353866577148,-13.51321029663086,-5.074636936187744,3.2686851024627686,-3.407992362976074,2190.910754009446,0.5503614193925234,0.26004230976104736,0.4871933162212372,0.6432005167007446,0.5974692106246948,0.5190496444702148,0.37517252564430237,0.22599166631698608,0.1487136334180832,0.10303972661495209,0.08563645929098129,0.05012784153223038,0.09083300083875656
